Words,Similarity_Score,Paragraph_Numbers,Count,Paragraphs,Path
many,0.57,4,2,"the kyrgyz republic is seen by many experts as backsliding from the high point it reached in the mid-1990s with a hastily pushed through referendum in 2003, reducing the legislative branch to one chamber with 75 deputies. the use of ink is only one part of a general effort to show commitment towards more open elections - the german embassy, the soros foundation and the kyrgyz government have all contributed to purchase transparent ballot boxes.",bbc_doc/technology/001.docx
,,8,,"the author of one such article began a petition drive against the use of the ink. the greatest part of the opposition to ink has often been sheer ignorance. local newspapers have carried stories that the ink is harmful, radioactive or even that the ultraviolet readers may cause health problems. others, such as the aggressively middle of the road, coalition of non-governmental organizations, have lauded the move as an important step forward. this type of ink has been used in many elections in the world, in countries as varied as serbia, south africa, indonesia and turkey. the other common type of ink in elections is indelible visible ink - but as the elections in afghanistan showed, improper use of this type of ink can cause additional problems. the use of ""invisible"" ink is not without its own problems. in most elections, numerous rumors have spread about it.",
other,0.57,6,3,"however, the presence of ultraviolet light (of the kind used to verify money) causes the ink to glow with a neon yellow light. at the entrance to each polling station, one election official will scan voter's fingers with uv lamp before allowing them to enter, and every voter will have his/her left thumb sprayed with ink before receiving the ballot. if the ink shows under the uv light the voter will not be allowed to enter the polling station. likewise, any voter who refuses to be inked will not receive the ballot. these elections are assuming even greater significance because of two large factors - the upcoming parliamentary elections are a prelude to a potentially regime changing presidential election in the autumn as well as the echo of recent elections in other former soviet republics, notably ukraine and georgia. the use of ink has been controversial - especially among groups perceived to be pro-government.",bbc_doc/technology/001.docx
,,8,,"the author of one such article began a petition drive against the use of the ink. the greatest part of the opposition to ink has often been sheer ignorance. local newspapers have carried stories that the ink is harmful, radioactive or even that the ultraviolet readers may cause health problems. others, such as the aggressively middle of the road, coalition of non-governmental organizations, have lauded the move as an important step forward. this type of ink has been used in many elections in the world, in countries as varied as serbia, south africa, indonesia and turkey. the other common type of ink in elections is indelible visible ink - but as the elections in afghanistan showed, improper use of this type of ink can cause additional problems. the use of ""invisible"" ink is not without its own problems. in most elections, numerous rumors have spread about it.",
,,9,,"in serbia, for example, both christian and islamic leaders assured their populations that its use was not contrary to religion. other rumours are associated with how to remove the ink - various soft drinks, solvents and cleaning products are put forward. however, in reality, the ink is very effective at getting under the cuticle of the thumb and difficult to wash off. the ink stays on the finger for at least 72 hours and for up to a week. the use of ink and readers by itself is not a panacea for election ills. the passage of the inking law is, nevertheless, a clear step forward towards free and fair elections."" the country's widely watched parliamentary elections are scheduled for 27 february.",
potentially,0.57,6,1,"however, the presence of ultraviolet light (of the kind used to verify money) causes the ink to glow with a neon yellow light. at the entrance to each polling station, one election official will scan voter's fingers with uv lamp before allowing them to enter, and every voter will have his/her left thumb sprayed with ink before receiving the ballot. if the ink shows under the uv light the voter will not be allowed to enter the polling station. likewise, any voter who refuses to be inked will not receive the ballot. these elections are assuming even greater significance because of two large factors - the upcoming parliamentary elections are a prelude to a potentially regime changing presidential election in the autumn as well as the echo of recent elections in other former soviet republics, notably ukraine and georgia. the use of ink has been controversial - especially among groups perceived to be pro-government.",bbc_doc/technology/001.docx
actual technology,0.56,5,1,the actual technology behind the ink is not that complicated. the ink is sprayed on a person's left thumb. it dries and is not visible under normal light.,bbc_doc/technology/001.docx
without,0.56,8,1,"the author of one such article began a petition drive against the use of the ink. the greatest part of the opposition to ink has often been sheer ignorance. local newspapers have carried stories that the ink is harmful, radioactive or even that the ultraviolet readers may cause health problems. others, such as the aggressively middle of the road, coalition of non-governmental organizations, have lauded the move as an important step forward. this type of ink has been used in many elections in the world, in countries as varied as serbia, south africa, indonesia and turkey. the other common type of ink in elections is indelible visible ink - but as the elections in afghanistan showed, improper use of this type of ink can cause additional problems. the use of ""invisible"" ink is not without its own problems. in most elections, numerous rumors have spread about it.",bbc_doc/technology/001.docx
one such,0.56,8,1,"the author of one such article began a petition drive against the use of the ink. the greatest part of the opposition to ink has often been sheer ignorance. local newspapers have carried stories that the ink is harmful, radioactive or even that the ultraviolet readers may cause health problems. others, such as the aggressively middle of the road, coalition of non-governmental organizations, have lauded the move as an important step forward. this type of ink has been used in many elections in the world, in countries as varied as serbia, south africa, indonesia and turkey. the other common type of ink in elections is indelible visible ink - but as the elections in afghanistan showed, improper use of this type of ink can cause additional problems. the use of ""invisible"" ink is not without its own problems. in most elections, numerous rumors have spread about it.",bbc_doc/technology/001.docx
because,0.56,6,1,"however, the presence of ultraviolet light (of the kind used to verify money) causes the ink to glow with a neon yellow light. at the entrance to each polling station, one election official will scan voter's fingers with uv lamp before allowing them to enter, and every voter will have his/her left thumb sprayed with ink before receiving the ballot. if the ink shows under the uv light the voter will not be allowed to enter the polling station. likewise, any voter who refuses to be inked will not receive the ballot. these elections are assuming even greater significance because of two large factors - the upcoming parliamentary elections are a prelude to a potentially regime changing presidential election in the autumn as well as the echo of recent elections in other former soviet republics, notably ukraine and georgia. the use of ink has been controversial - especially among groups perceived to be pro-government.",bbc_doc/technology/001.docx
prevent multiple,0.56,2,1,"the kyrgyz republic, a small, mountainous state of the former soviet republic, is using invisible ink and ultraviolet readers in the country's elections as part of a drive to prevent multiple voting.",bbc_doc/technology/001.docx
groups perceived,0.55,6,1,"however, the presence of ultraviolet light (of the kind used to verify money) causes the ink to glow with a neon yellow light. at the entrance to each polling station, one election official will scan voter's fingers with uv lamp before allowing them to enter, and every voter will have his/her left thumb sprayed with ink before receiving the ballot. if the ink shows under the uv light the voter will not be allowed to enter the polling station. likewise, any voter who refuses to be inked will not receive the ballot. these elections are assuming even greater significance because of two large factors - the upcoming parliamentary elections are a prelude to a potentially regime changing presidential election in the autumn as well as the echo of recent elections in other former soviet republics, notably ukraine and georgia. the use of ink has been controversial - especially among groups perceived to be pro-government.",bbc_doc/technology/001.docx
difficult,0.55,9,1,"in serbia, for example, both christian and islamic leaders assured their populations that its use was not contrary to religion. other rumours are associated with how to remove the ink - various soft drinks, solvents and cleaning products are put forward. however, in reality, the ink is very effective at getting under the cuticle of the thumb and difficult to wash off. the ink stays on the finger for at least 72 hours and for up to a week. the use of ink and readers by itself is not a panacea for election ills. the passage of the inking law is, nevertheless, a clear step forward towards free and fair elections."" the country's widely watched parliamentary elections are scheduled for 27 february.",bbc_doc/technology/001.docx
websites user,0.7,5,1,"net cafes are hugely popular in china because the relatively high cost of computer hardware means that few people have pcs in their homes. this is not the first time that the chinese government has moved against net cafes that are not operating within its strict guidelines. all the 100,000 or so net cafes in the country are required to use software that controls what websites users can see. logs of sites people visit are also kept. laws on net cafe opening hours and who can use them were introduced in 2002 following a fire at one cafe that killed 25 people. during the crackdown following the blaze authorities moved to clean up net cafes and demanded that all of them get permits to operate. in august 2004 chinese authorities shut down 700 websites and arrested 224 people in a crackdown on net porn. at the same time it introduced new controls to block overseas sex sites. the reporters without borders group said in a report that chinese government technologies for e-mail interception and net censorship are among the most highly developed in the world.",bbc_doc/technology/002.docx
user,0.68,5,1,"net cafes are hugely popular in china because the relatively high cost of computer hardware means that few people have pcs in their homes. this is not the first time that the chinese government has moved against net cafes that are not operating within its strict guidelines. all the 100,000 or so net cafes in the country are required to use software that controls what websites users can see. logs of sites people visit are also kept. laws on net cafe opening hours and who can use them were introduced in 2002 following a fire at one cafe that killed 25 people. during the crackdown following the blaze authorities moved to clean up net cafes and demanded that all of them get permits to operate. in august 2004 chinese authorities shut down 700 websites and arrested 224 people in a crackdown on net porn. at the same time it introduced new controls to block overseas sex sites. the reporters without borders group said in a report that chinese government technologies for e-mail interception and net censorship are among the most highly developed in the world.",bbc_doc/technology/002.docx
few people,0.66,5,1,"net cafes are hugely popular in china because the relatively high cost of computer hardware means that few people have pcs in their homes. this is not the first time that the chinese government has moved against net cafes that are not operating within its strict guidelines. all the 100,000 or so net cafes in the country are required to use software that controls what websites users can see. logs of sites people visit are also kept. laws on net cafe opening hours and who can use them were introduced in 2002 following a fire at one cafe that killed 25 people. during the crackdown following the blaze authorities moved to clean up net cafes and demanded that all of them get permits to operate. in august 2004 chinese authorities shut down 700 websites and arrested 224 people in a crackdown on net porn. at the same time it introduced new controls to block overseas sex sites. the reporters without borders group said in a report that chinese government technologies for e-mail interception and net censorship are among the most highly developed in the world.",bbc_doc/technology/002.docx
sites people,0.65,5,1,"net cafes are hugely popular in china because the relatively high cost of computer hardware means that few people have pcs in their homes. this is not the first time that the chinese government has moved against net cafes that are not operating within its strict guidelines. all the 100,000 or so net cafes in the country are required to use software that controls what websites users can see. logs of sites people visit are also kept. laws on net cafe opening hours and who can use them were introduced in 2002 following a fire at one cafe that killed 25 people. during the crackdown following the blaze authorities moved to clean up net cafes and demanded that all of them get permits to operate. in august 2004 chinese authorities shut down 700 websites and arrested 224 people in a crackdown on net porn. at the same time it introduced new controls to block overseas sex sites. the reporters without borders group said in a report that chinese government technologies for e-mail interception and net censorship are among the most highly developed in the world.",bbc_doc/technology/002.docx
people,0.64,4,2,"the official xinhua news agency said the crackdown was carried out to create a ""safer environment for young people in china"". rules introduced in 2002 demand that net cafes be at least 200 metres away from middle and elementary schools. the hours that children can use net cafes are also tightly regulated. china has long been worried that net cafes are an unhealthy influence on young people. the 12,575 cafes were shut in the three months from october to december. china also tries to dictate the types of computer games people can play to limit the amount of violence people are exposed to.",bbc_doc/technology/002.docx
,,5,,"net cafes are hugely popular in china because the relatively high cost of computer hardware means that few people have pcs in their homes. this is not the first time that the chinese government has moved against net cafes that are not operating within its strict guidelines. all the 100,000 or so net cafes in the country are required to use software that controls what websites users can see. logs of sites people visit are also kept. laws on net cafe opening hours and who can use them were introduced in 2002 following a fire at one cafe that killed 25 people. during the crackdown following the blaze authorities moved to clean up net cafes and demanded that all of them get permits to operate. in august 2004 chinese authorities shut down 700 websites and arrested 224 people in a crackdown on net porn. at the same time it introduced new controls to block overseas sex sites. the reporters without borders group said in a report that chinese government technologies for e-mail interception and net censorship are among the most highly developed in the world.",
not operating,0.63,5,1,"net cafes are hugely popular in china because the relatively high cost of computer hardware means that few people have pcs in their homes. this is not the first time that the chinese government has moved against net cafes that are not operating within its strict guidelines. all the 100,000 or so net cafes in the country are required to use software that controls what websites users can see. logs of sites people visit are also kept. laws on net cafe opening hours and who can use them were introduced in 2002 following a fire at one cafe that killed 25 people. during the crackdown following the blaze authorities moved to clean up net cafes and demanded that all of them get permits to operate. in august 2004 chinese authorities shut down 700 websites and arrested 224 people in a crackdown on net porn. at the same time it introduced new controls to block overseas sex sites. the reporters without borders group said in a report that chinese government technologies for e-mail interception and net censorship are among the most highly developed in the world.",bbc_doc/technology/002.docx
25 people,0.62,5,1,"net cafes are hugely popular in china because the relatively high cost of computer hardware means that few people have pcs in their homes. this is not the first time that the chinese government has moved against net cafes that are not operating within its strict guidelines. all the 100,000 or so net cafes in the country are required to use software that controls what websites users can see. logs of sites people visit are also kept. laws on net cafe opening hours and who can use them were introduced in 2002 following a fire at one cafe that killed 25 people. during the crackdown following the blaze authorities moved to clean up net cafes and demanded that all of them get permits to operate. in august 2004 chinese authorities shut down 700 websites and arrested 224 people in a crackdown on net porn. at the same time it introduced new controls to block overseas sex sites. the reporters without borders group said in a report that chinese government technologies for e-mail interception and net censorship are among the most highly developed in the world.",bbc_doc/technology/002.docx
limit how,0.62,3,1,according to the official news agency most of the net cafes were closed down because they were operating illegally. chinese net cafes operate under a set of strict guidelines and many of those most recently closed broke rules that limit how close they can be to schools. the move is the latest in a series of steps the chinese government has taken to crack down on what it considers to be immoral net use.,bbc_doc/technology/002.docx
most,0.62,3,2,according to the official news agency most of the net cafes were closed down because they were operating illegally. chinese net cafes operate under a set of strict guidelines and many of those most recently closed broke rules that limit how close they can be to schools. the move is the latest in a series of steps the chinese government has taken to crack down on what it considers to be immoral net use.,bbc_doc/technology/002.docx
,,5,,"net cafes are hugely popular in china because the relatively high cost of computer hardware means that few people have pcs in their homes. this is not the first time that the chinese government has moved against net cafes that are not operating within its strict guidelines. all the 100,000 or so net cafes in the country are required to use software that controls what websites users can see. logs of sites people visit are also kept. laws on net cafe opening hours and who can use them were introduced in 2002 following a fire at one cafe that killed 25 people. during the crackdown following the blaze authorities moved to clean up net cafes and demanded that all of them get permits to operate. in august 2004 chinese authorities shut down 700 websites and arrested 224 people in a crackdown on net porn. at the same time it introduced new controls to block overseas sex sites. the reporters without borders group said in a report that chinese government technologies for e-mail interception and net censorship are among the most highly developed in the world.",
least,0.62,4,1,"the official xinhua news agency said the crackdown was carried out to create a ""safer environment for young people in china"". rules introduced in 2002 demand that net cafes be at least 200 metres away from middle and elementary schools. the hours that children can use net cafes are also tightly regulated. china has long been worried that net cafes are an unhealthy influence on young people. the 12,575 cafes were shut in the three months from october to december. china also tries to dictate the types of computer games people can play to limit the amount of violence people are exposed to.",bbc_doc/technology/002.docx
most highly,0.61,5,1,"net cafes are hugely popular in china because the relatively high cost of computer hardware means that few people have pcs in their homes. this is not the first time that the chinese government has moved against net cafes that are not operating within its strict guidelines. all the 100,000 or so net cafes in the country are required to use software that controls what websites users can see. logs of sites people visit are also kept. laws on net cafe opening hours and who can use them were introduced in 2002 following a fire at one cafe that killed 25 people. during the crackdown following the blaze authorities moved to clean up net cafes and demanded that all of them get permits to operate. in august 2004 chinese authorities shut down 700 websites and arrested 224 people in a crackdown on net porn. at the same time it introduced new controls to block overseas sex sites. the reporters without borders group said in a report that chinese government technologies for e-mail interception and net censorship are among the most highly developed in the world.",bbc_doc/technology/002.docx
get permits,0.61,5,1,"net cafes are hugely popular in china because the relatively high cost of computer hardware means that few people have pcs in their homes. this is not the first time that the chinese government has moved against net cafes that are not operating within its strict guidelines. all the 100,000 or so net cafes in the country are required to use software that controls what websites users can see. logs of sites people visit are also kept. laws on net cafe opening hours and who can use them were introduced in 2002 following a fire at one cafe that killed 25 people. during the crackdown following the blaze authorities moved to clean up net cafes and demanded that all of them get permits to operate. in august 2004 chinese authorities shut down 700 websites and arrested 224 people in a crackdown on net porn. at the same time it introduced new controls to block overseas sex sites. the reporters without borders group said in a report that chinese government technologies for e-mail interception and net censorship are among the most highly developed in the world.",bbc_doc/technology/002.docx
relatively,0.6,5,1,"net cafes are hugely popular in china because the relatively high cost of computer hardware means that few people have pcs in their homes. this is not the first time that the chinese government has moved against net cafes that are not operating within its strict guidelines. all the 100,000 or so net cafes in the country are required to use software that controls what websites users can see. logs of sites people visit are also kept. laws on net cafe opening hours and who can use them were introduced in 2002 following a fire at one cafe that killed 25 people. during the crackdown following the blaze authorities moved to clean up net cafes and demanded that all of them get permits to operate. in august 2004 chinese authorities shut down 700 websites and arrested 224 people in a crackdown on net porn. at the same time it introduced new controls to block overseas sex sites. the reporters without borders group said in a report that chinese government technologies for e-mail interception and net censorship are among the most highly developed in the world.",bbc_doc/technology/002.docx
use,0.6,3,3,according to the official news agency most of the net cafes were closed down because they were operating illegally. chinese net cafes operate under a set of strict guidelines and many of those most recently closed broke rules that limit how close they can be to schools. the move is the latest in a series of steps the chinese government has taken to crack down on what it considers to be immoral net use.,bbc_doc/technology/002.docx
,,4,,"the official xinhua news agency said the crackdown was carried out to create a ""safer environment for young people in china"". rules introduced in 2002 demand that net cafes be at least 200 metres away from middle and elementary schools. the hours that children can use net cafes are also tightly regulated. china has long been worried that net cafes are an unhealthy influence on young people. the 12,575 cafes were shut in the three months from october to december. china also tries to dictate the types of computer games people can play to limit the amount of violence people are exposed to.",
,,5,,"net cafes are hugely popular in china because the relatively high cost of computer hardware means that few people have pcs in their homes. this is not the first time that the chinese government has moved against net cafes that are not operating within its strict guidelines. all the 100,000 or so net cafes in the country are required to use software that controls what websites users can see. logs of sites people visit are also kept. laws on net cafe opening hours and who can use them were introduced in 2002 following a fire at one cafe that killed 25 people. during the crackdown following the blaze authorities moved to clean up net cafes and demanded that all of them get permits to operate. in august 2004 chinese authorities shut down 700 websites and arrested 224 people in a crackdown on net porn. at the same time it introduced new controls to block overseas sex sites. the reporters without borders group said in a report that chinese government technologies for e-mail interception and net censorship are among the most highly developed in the world.",
relatively high,0.6,5,1,"net cafes are hugely popular in china because the relatively high cost of computer hardware means that few people have pcs in their homes. this is not the first time that the chinese government has moved against net cafes that are not operating within its strict guidelines. all the 100,000 or so net cafes in the country are required to use software that controls what websites users can see. logs of sites people visit are also kept. laws on net cafe opening hours and who can use them were introduced in 2002 following a fire at one cafe that killed 25 people. during the crackdown following the blaze authorities moved to clean up net cafes and demanded that all of them get permits to operate. in august 2004 chinese authorities shut down 700 websites and arrested 224 people in a crackdown on net porn. at the same time it introduced new controls to block overseas sex sites. the reporters without borders group said in a report that chinese government technologies for e-mail interception and net censorship are among the most highly developed in the world.",bbc_doc/technology/002.docx
use software,0.6,5,1,"net cafes are hugely popular in china because the relatively high cost of computer hardware means that few people have pcs in their homes. this is not the first time that the chinese government has moved against net cafes that are not operating within its strict guidelines. all the 100,000 or so net cafes in the country are required to use software that controls what websites users can see. logs of sites people visit are also kept. laws on net cafe opening hours and who can use them were introduced in 2002 following a fire at one cafe that killed 25 people. during the crackdown following the blaze authorities moved to clean up net cafes and demanded that all of them get permits to operate. in august 2004 chinese authorities shut down 700 websites and arrested 224 people in a crackdown on net porn. at the same time it introduced new controls to block overseas sex sites. the reporters without borders group said in a report that chinese government technologies for e-mail interception and net censorship are among the most highly developed in the world.",bbc_doc/technology/002.docx
same time,0.6,5,1,"net cafes are hugely popular in china because the relatively high cost of computer hardware means that few people have pcs in their homes. this is not the first time that the chinese government has moved against net cafes that are not operating within its strict guidelines. all the 100,000 or so net cafes in the country are required to use software that controls what websites users can see. logs of sites people visit are also kept. laws on net cafe opening hours and who can use them were introduced in 2002 following a fire at one cafe that killed 25 people. during the crackdown following the blaze authorities moved to clean up net cafes and demanded that all of them get permits to operate. in august 2004 chinese authorities shut down 700 websites and arrested 224 people in a crackdown on net porn. at the same time it introduced new controls to block overseas sex sites. the reporters without borders group said in a report that chinese government technologies for e-mail interception and net censorship are among the most highly developed in the world.",bbc_doc/technology/002.docx
not,0.6,5,1,"net cafes are hugely popular in china because the relatively high cost of computer hardware means that few people have pcs in their homes. this is not the first time that the chinese government has moved against net cafes that are not operating within its strict guidelines. all the 100,000 or so net cafes in the country are required to use software that controls what websites users can see. logs of sites people visit are also kept. laws on net cafe opening hours and who can use them were introduced in 2002 following a fire at one cafe that killed 25 people. during the crackdown following the blaze authorities moved to clean up net cafes and demanded that all of them get permits to operate. in august 2004 chinese authorities shut down 700 websites and arrested 224 people in a crackdown on net porn. at the same time it introduced new controls to block overseas sex sites. the reporters without borders group said in a report that chinese government technologies for e-mail interception and net censorship are among the most highly developed in the world.",bbc_doc/technology/002.docx
net use,0.58,3,1,according to the official news agency most of the net cafes were closed down because they were operating illegally. chinese net cafes operate under a set of strict guidelines and many of those most recently closed broke rules that limit how close they can be to schools. the move is the latest in a series of steps the chinese government has taken to crack down on what it considers to be immoral net use.,bbc_doc/technology/002.docx
least 200,0.58,4,1,"the official xinhua news agency said the crackdown was carried out to create a ""safer environment for young people in china"". rules introduced in 2002 demand that net cafes be at least 200 metres away from middle and elementary schools. the hours that children can use net cafes are also tightly regulated. china has long been worried that net cafes are an unhealthy influence on young people. the 12,575 cafes were shut in the three months from october to december. china also tries to dictate the types of computer games people can play to limit the amount of violence people are exposed to.",bbc_doc/technology/002.docx
same,0.58,5,1,"net cafes are hugely popular in china because the relatively high cost of computer hardware means that few people have pcs in their homes. this is not the first time that the chinese government has moved against net cafes that are not operating within its strict guidelines. all the 100,000 or so net cafes in the country are required to use software that controls what websites users can see. logs of sites people visit are also kept. laws on net cafe opening hours and who can use them were introduced in 2002 following a fire at one cafe that killed 25 people. during the crackdown following the blaze authorities moved to clean up net cafes and demanded that all of them get permits to operate. in august 2004 chinese authorities shut down 700 websites and arrested 224 people in a crackdown on net porn. at the same time it introduced new controls to block overseas sex sites. the reporters without borders group said in a report that chinese government technologies for e-mail interception and net censorship are among the most highly developed in the world.",bbc_doc/technology/002.docx
use net,0.58,4,1,"the official xinhua news agency said the crackdown was carried out to create a ""safer environment for young people in china"". rules introduced in 2002 demand that net cafes be at least 200 metres away from middle and elementary schools. the hours that children can use net cafes are also tightly regulated. china has long been worried that net cafes are an unhealthy influence on young people. the 12,575 cafes were shut in the three months from october to december. china also tries to dictate the types of computer games people can play to limit the amount of violence people are exposed to.",bbc_doc/technology/002.docx
many,0.57,3,1,according to the official news agency most of the net cafes were closed down because they were operating illegally. chinese net cafes operate under a set of strict guidelines and many of those most recently closed broke rules that limit how close they can be to schools. the move is the latest in a series of steps the chinese government has taken to crack down on what it considers to be immoral net use.,bbc_doc/technology/002.docx
high cost,0.56,5,1,"net cafes are hugely popular in china because the relatively high cost of computer hardware means that few people have pcs in their homes. this is not the first time that the chinese government has moved against net cafes that are not operating within its strict guidelines. all the 100,000 or so net cafes in the country are required to use software that controls what websites users can see. logs of sites people visit are also kept. laws on net cafe opening hours and who can use them were introduced in 2002 following a fire at one cafe that killed 25 people. during the crackdown following the blaze authorities moved to clean up net cafes and demanded that all of them get permits to operate. in august 2004 chinese authorities shut down 700 websites and arrested 224 people in a crackdown on net porn. at the same time it introduced new controls to block overseas sex sites. the reporters without borders group said in a report that chinese government technologies for e-mail interception and net censorship are among the most highly developed in the world.",bbc_doc/technology/002.docx
amount,0.56,4,1,"the official xinhua news agency said the crackdown was carried out to create a ""safer environment for young people in china"". rules introduced in 2002 demand that net cafes be at least 200 metres away from middle and elementary schools. the hours that children can use net cafes are also tightly regulated. china has long been worried that net cafes are an unhealthy influence on young people. the 12,575 cafes were shut in the three months from october to december. china also tries to dictate the types of computer games people can play to limit the amount of violence people are exposed to.",bbc_doc/technology/002.docx
without,0.56,5,1,"net cafes are hugely popular in china because the relatively high cost of computer hardware means that few people have pcs in their homes. this is not the first time that the chinese government has moved against net cafes that are not operating within its strict guidelines. all the 100,000 or so net cafes in the country are required to use software that controls what websites users can see. logs of sites people visit are also kept. laws on net cafe opening hours and who can use them were introduced in 2002 following a fire at one cafe that killed 25 people. during the crackdown following the blaze authorities moved to clean up net cafes and demanded that all of them get permits to operate. in august 2004 chinese authorities shut down 700 websites and arrested 224 people in a crackdown on net porn. at the same time it introduced new controls to block overseas sex sites. the reporters without borders group said in a report that chinese government technologies for e-mail interception and net censorship are among the most highly developed in the world.",bbc_doc/technology/002.docx
because,0.56,3,2,according to the official news agency most of the net cafes were closed down because they were operating illegally. chinese net cafes operate under a set of strict guidelines and many of those most recently closed broke rules that limit how close they can be to schools. the move is the latest in a series of steps the chinese government has taken to crack down on what it considers to be immoral net use.,bbc_doc/technology/002.docx
,,5,,"net cafes are hugely popular in china because the relatively high cost of computer hardware means that few people have pcs in their homes. this is not the first time that the chinese government has moved against net cafes that are not operating within its strict guidelines. all the 100,000 or so net cafes in the country are required to use software that controls what websites users can see. logs of sites people visit are also kept. laws on net cafe opening hours and who can use them were introduced in 2002 following a fire at one cafe that killed 25 people. during the crackdown following the blaze authorities moved to clean up net cafes and demanded that all of them get permits to operate. in august 2004 chinese authorities shut down 700 websites and arrested 224 people in a crackdown on net porn. at the same time it introduced new controls to block overseas sex sites. the reporters without borders group said in a report that chinese government technologies for e-mail interception and net censorship are among the most highly developed in the world.",
down because,0.55,3,1,according to the official news agency most of the net cafes were closed down because they were operating illegally. chinese net cafes operate under a set of strict guidelines and many of those most recently closed broke rules that limit how close they can be to schools. the move is the latest in a series of steps the chinese government has taken to crack down on what it considers to be immoral net use.,bbc_doc/technology/002.docx
get,0.55,5,1,"net cafes are hugely popular in china because the relatively high cost of computer hardware means that few people have pcs in their homes. this is not the first time that the chinese government has moved against net cafes that are not operating within its strict guidelines. all the 100,000 or so net cafes in the country are required to use software that controls what websites users can see. logs of sites people visit are also kept. laws on net cafe opening hours and who can use them were introduced in 2002 following a fire at one cafe that killed 25 people. during the crackdown following the blaze authorities moved to clean up net cafes and demanded that all of them get permits to operate. in august 2004 chinese authorities shut down 700 websites and arrested 224 people in a crackdown on net porn. at the same time it introduced new controls to block overseas sex sites. the reporters without borders group said in a report that chinese government technologies for e-mail interception and net censorship are among the most highly developed in the world.",bbc_doc/technology/002.docx
users find,0.84,5,1,"microsoft said in a statement it is investigating what it called a criminal attack on its software. earlier this week, microsoft said it would buy anti-virus software maker sybari software to improve its security in its windows and e-mail software. microsoft has said it plans to offer its own paid-for anti-virus software but it has not yet set a date for its release. the anti-spyware program being targeted is currently only in beta form and aims to help users find and remove spyware - programs which monitor internet use, causes advert pop-ups and slow a pc's performance.",bbc_doc/technology/003.docx
recommended users,0.83,3,1,"the spyware tool was only released by microsoft in the last few weeks and has been downloaded by six million people. stephen toulouse, a security manager at microsoft, said the malicious program was called bankash-a trojan and was being sent as an e-mail attachment. microsoft said it did not believe the program was widespread and recommended users to use an anti-virus program. the program attempts to disable or delete microsoft's anti-spyware tool and suppress warning messages given to users.",bbc_doc/technology/003.docx
help users,0.8,5,1,"microsoft said in a statement it is investigating what it called a criminal attack on its software. earlier this week, microsoft said it would buy anti-virus software maker sybari software to improve its security in its windows and e-mail software. microsoft has said it plans to offer its own paid-for anti-virus software but it has not yet set a date for its release. the anti-spyware program being targeted is currently only in beta form and aims to help users find and remove spyware - programs which monitor internet use, causes advert pop-ups and slow a pc's performance.",bbc_doc/technology/003.docx
tracking users,0.76,4,1,it may also try to steal online banking passwords or other personal information by tracking users' keystrokes.,bbc_doc/technology/003.docx
user,0.68,3,3,"the spyware tool was only released by microsoft in the last few weeks and has been downloaded by six million people. stephen toulouse, a security manager at microsoft, said the malicious program was called bankash-a trojan and was being sent as an e-mail attachment. microsoft said it did not believe the program was widespread and recommended users to use an anti-virus program. the program attempts to disable or delete microsoft's anti-spyware tool and suppress warning messages given to users.",bbc_doc/technology/003.docx
,,4,,it may also try to steal online banking passwords or other personal information by tracking users' keystrokes.,
,,5,,"microsoft said in a statement it is investigating what it called a criminal attack on its software. earlier this week, microsoft said it would buy anti-virus software maker sybari software to improve its security in its windows and e-mail software. microsoft has said it plans to offer its own paid-for anti-virus software but it has not yet set a date for its release. the anti-spyware program being targeted is currently only in beta form and aims to help users find and remove spyware - programs which monitor internet use, causes advert pop-ups and slow a pc's performance.",
internet use,0.64,5,1,"microsoft said in a statement it is investigating what it called a criminal attack on its software. earlier this week, microsoft said it would buy anti-virus software maker sybari software to improve its security in its windows and e-mail software. microsoft has said it plans to offer its own paid-for anti-virus software but it has not yet set a date for its release. the anti-spyware program being targeted is currently only in beta form and aims to help users find and remove spyware - programs which monitor internet use, causes advert pop-ups and slow a pc's performance.",bbc_doc/technology/003.docx
people,0.64,3,1,"the spyware tool was only released by microsoft in the last few weeks and has been downloaded by six million people. stephen toulouse, a security manager at microsoft, said the malicious program was called bankash-a trojan and was being sent as an e-mail attachment. microsoft said it did not believe the program was widespread and recommended users to use an anti-virus program. the program attempts to disable or delete microsoft's anti-spyware tool and suppress warning messages given to users.",bbc_doc/technology/003.docx
only,0.61,3,2,"the spyware tool was only released by microsoft in the last few weeks and has been downloaded by six million people. stephen toulouse, a security manager at microsoft, said the malicious program was called bankash-a trojan and was being sent as an e-mail attachment. microsoft said it did not believe the program was widespread and recommended users to use an anti-virus program. the program attempts to disable or delete microsoft's anti-spyware tool and suppress warning messages given to users.",bbc_doc/technology/003.docx
